model_name,timestamp,test_auc,test_accuracy,test_precision,test_recall,test_f1,predicted_positives,true_positives,correct_positives,total_patients,hidden_dim,num_layers,learning_rate,drop_out,total_epochs,optimizer_type,pos_weight,model_description,device,total_params
model_003_h64_numl2_lr0.001_drop0.1_extended_combined_emb,2025-08-29T00:32:08.243538,0.8733198924731183,0.762589928057554,0.3,0.9,0.45,180,60.0,54,556,64,2,0.001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,101313
model_004_h64_numl2_lr0.0001_drop0.3_extended_combined_emb,2025-08-29T00:32:13.297584,0.8419690860215053,0.7967625899280576,0.3197278911564626,0.7833333333333333,0.4541062801932368,147,60.0,47,556,64,2,0.0001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,101313
model_005_h64_numl2_lr0.001_drop0.3_extended_combined_emb,2025-08-29T00:32:15.777057,0.8642641129032258,0.8255395683453237,0.3418803418803419,0.6666666666666666,0.4519774011299435,117,60.0,40,556,64,2,0.001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,101313
model_006_h64_numl2_lr0.0001_drop0.5_extended_combined_emb,2025-08-29T00:32:23.551884,0.8299395161290323,0.7805755395683454,0.3012820512820512,0.7833333333333333,0.4351851851851852,156,60.0,47,556,64,2,0.0001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,101313
model_007_h64_numl2_lr0.001_drop0.5_extended_combined_emb,2025-08-29T00:32:26.819084,0.8547379032258065,0.7715827338129496,0.286624203821656,0.75,0.4147465437788019,157,60.0,45,556,64,2,0.001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,101313
model_008_h64_numl3_lr0.0001_drop0_extended_combined_emb,2025-08-29T00:32:35.986003,0.8499663978494624,0.7697841726618705,0.2926829268292683,0.8,0.4285714285714285,164,60.0,48,556,64,3,0.0001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_009_h64_numl3_lr0.001_drop0_extended_combined_emb,2025-08-29T00:32:39.201450,0.8456989247311828,0.7571942446043165,0.2754491017964072,0.7666666666666667,0.4052863436123348,167,60.0,46,556,64,3,0.001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_010_h64_numl3_lr0.0001_drop0.1_extended_combined_emb,2025-08-29T00:32:47.096545,0.8304099462365591,0.7715827338129496,0.2781456953642384,0.7,0.3981042654028435,151,60.0,42,556,64,3,0.0001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_011_h64_numl3_lr0.001_drop0.1_extended_combined_emb,2025-08-29T00:32:51.630014,0.8494623655913979,0.7643884892086331,0.2923976608187134,0.8333333333333334,0.4329004329004328,171,60.0,50,556,64,3,0.001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_012_h64_numl3_lr0.0001_drop0.3_extended_combined_emb,2025-08-29T00:33:02.472375,0.8367943548387097,0.7769784172661871,0.2894736842105263,0.7333333333333333,0.4150943396226416,152,60.0,44,556,64,3,0.0001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_013_h64_numl3_lr0.001_drop0.3_extended_combined_emb,2025-08-29T00:33:08.568340,0.8588037634408602,0.7661870503597122,0.2965116279069767,0.85,0.4396551724137931,172,60.0,51,556,64,3,0.001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_014_h64_numl3_lr0.0001_drop0.5_extended_combined_emb,2025-08-29T00:33:17.849607,0.83565188172043,0.7697841726618705,0.2926829268292683,0.8,0.4285714285714285,164,60.0,48,556,64,3,0.0001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_015_h64_numl3_lr0.001_drop0.5_extended_combined_emb,2025-08-29T00:33:23.576672,0.8564180107526881,0.7410071942446043,0.2666666666666666,0.8,0.4,180,60.0,48,556,64,3,0.001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,150977
model_016_h128_numl2_lr0.0001_drop0_extended_combined_emb,2025-08-29T00:33:32.909949,0.8539650537634409,0.7571942446043165,0.2832369942196532,0.8166666666666667,0.4206008583690988,173,60.0,49,556,128,2,0.0001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_017_h128_numl2_lr0.001_drop0_extended_combined_emb,2025-08-29T00:33:36.838691,0.8369287634408601,0.7571942446043165,0.2781065088757396,0.7833333333333333,0.4104803493449781,169,60.0,47,556,128,2,0.001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_018_h128_numl2_lr0.0001_drop0.1_extended_combined_emb,2025-08-29T00:33:40.192166,0.8257056451612903,0.7715827338129496,0.2838709677419355,0.7333333333333333,0.4093023255813953,155,60.0,44,556,128,2,0.0001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_019_h128_numl2_lr0.001_drop0.1_extended_combined_emb,2025-08-29T00:33:45.973143,0.8734879032258065,0.762589928057554,0.293103448275862,0.85,0.4358974358974359,174,60.0,51,556,128,2,0.001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_020_h128_numl2_lr0.0001_drop0.3_extended_combined_emb,2025-08-29T00:33:54.763914,0.8684475806451613,0.7643884892086331,0.3016759776536313,0.9,0.4518828451882846,179,60.0,54,556,128,2,0.0001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_021_h128_numl2_lr0.001_drop0.3_extended_combined_emb,2025-08-29T00:34:00.885741,0.8589045698924731,0.762589928057554,0.293103448275862,0.85,0.4358974358974359,174,60.0,51,556,128,2,0.001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_022_h128_numl2_lr0.0001_drop0.5_extended_combined_emb,2025-08-29T00:34:06.174629,0.8536794354838709,0.7482014388489209,0.2752808988764045,0.8166666666666667,0.4117647058823528,178,60.0,49,556,128,2,0.0001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_023_h128_numl2_lr0.001_drop0.5_extended_combined_emb,2025-08-29T00:34:10.947898,0.8504368279569892,0.7877697841726619,0.3092105263157895,0.7833333333333333,0.4433962264150943,152,60.0,47,556,128,2,0.001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,399233
model_024_h128_numl3_lr0.0001_drop0_extended_combined_emb,2025-08-29T00:34:18.142795,0.8575940860215054,0.7482014388489209,0.2674418604651162,0.7666666666666667,0.396551724137931,172,60.0,46,556,128,3,0.0001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_025_h128_numl3_lr0.001_drop0_extended_combined_emb,2025-08-29T00:34:21.791211,0.8223790322580644,0.7877697841726619,0.2957746478873239,0.7,0.4158415841584157,142,60.0,42,556,128,3,0.001,0.0,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_026_h128_numl3_lr0.0001_drop0.1_extended_combined_emb,2025-08-29T00:34:29.220422,0.8487567204301075,0.75,0.281767955801105,0.85,0.4232365145228215,181,60.0,51,556,128,3,0.0001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_027_h128_numl3_lr0.001_drop0.1_extended_combined_emb,2025-08-29T00:34:34.787072,0.8557795698924732,0.7535971223021583,0.2774566473988439,0.8,0.4120171673819742,173,60.0,48,556,128,3,0.001,0.1,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_028_h128_numl3_lr0.0001_drop0.3_extended_combined_emb,2025-08-29T00:34:42.993903,0.8564516129032258,0.7661870503597122,0.2916666666666667,0.8166666666666667,0.4298245614035088,168,60.0,49,556,128,3,0.0001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_029_h128_numl3_lr0.001_drop0.3_extended_combined_emb,2025-08-29T00:34:47.074490,0.8455981182795699,0.7410071942446043,0.2586206896551724,0.75,0.3846153846153847,174,60.0,45,556,128,3,0.001,0.3,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_030_h128_numl3_lr0.0001_drop0.5_extended_combined_emb,2025-08-29T00:34:53.700998,0.862130376344086,0.789568345323741,0.3161290322580645,0.8166666666666667,0.455813953488372,155,60.0,49,556,128,3,0.0001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,596865
model_031_h128_numl3_lr0.001_drop0.5_extended_combined_emb,2025-08-29T00:34:58.754037,0.8580981182795698,0.7733812949640287,0.3035714285714285,0.85,0.4473684210526316,168,60.0,51,556,128,3,0.001,0.5,1000,adam,7.6875,extended_combined_emb,cpu,596865
